Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
29,12103344,FFA,"2024-06-03 07:20:01",0.168360,69,"deepalliance,fastcuda,videonet"
30,12103508,KikoWang,"2024-06-01 11:15:24",0.168089,32,crossvalid
31,12016538,minaul,"2024-06-03 17:24:23",0.167975,160,minar44
32,11836912,wangerniu,"2024-06-03 15:31:04",0.166905,25,wangerniuniu
33,12075526,kinohito,"2024-06-03 13:52:07",0.166586,87,kinohito
34,11918424,SMS,"2024-06-03 14:13:58",0.166530,227,"muhammad4hmed,skgone123,snorfyang"
35,12049513,chacc0,"2024-06-03 14:41:14",0.166441,74,chacc0
36,11831891,robot-hit,"2024-06-01 15:23:48",0.166392,183,"keriee,robothit,suyubo,ustcfatcat"
37,11913741,"Aleksandr Kruchinin","2024-05-26 09:27:42",0.165942,57,aleksandrkruchinin
38,11863431,T_MS,"2024-05-31 21:36:25",0.165797,96,tmsuika
39,11937336,"CR liek","2024-06-03 16:03:46",0.165192,113,"cody11null,renyiwei"
40,11833152,"Mathurin Aché","2024-06-01 21:01:31",0.164766,44,mathurinache
41,12000747,1,"2024-06-03 15:50:01",0.164323,72,"alvinhao1,peilwang,wamiottowang,wangyian1"
42,11839161,Chivito,"2024-06-03 05:54:39",0.163841,113,"joelprezizquierdo,salbeal94,sermarham"
43,11837352,"Motion blur","2024-06-03 13:46:28",0.163812,129,gufanmingmie
44,11897017,Superswift,"2024-06-03 14:50:21",0.163579,89,superswift
45,12087025,CDHLL,"2024-05-31 06:20:47",0.163208,116,"changtsin,dwbjmy,echowaves,haochenbupt,linyangrui"
46,12045561,Nana-chan,"2024-06-03 14:49:45",0.162549,54,akirakinoshita
47,11866708,"Robin Smits","2024-06-03 08:29:57",0.162484,312,rsmits
48,11916369,Chainey,"2024-06-03 13:16:25",0.162066,138,"barryzuo,chenxupeng,herminw,llprogrammer,samuelsonsam"
49,11989698,这道题不会做,"2024-06-02 01:38:42",0.162000,89,chenzhuoczczcz
50,11989537,junseonglee11,"2024-06-03 08:55:47",0.161351,22,junseonglee11
51,11968011,Stephen,"2024-05-08 05:13:48",0.161334,59,stephenhsu
52,12035879,oretti,"2024-06-03 13:46:36",0.161239,41,oretti
53,11831698,moritake04,"2024-06-03 13:52:22",0.161229,123,moritake04
54,11885879,Bhv_Akj,"2024-06-03 14:12:29",0.161007,91,"akshaykiranjose,bhavaniam"
55,11852034,mh,"2024-06-02 10:53:52",0.160627,108,mitsuyasuhoshino
56,11832069,"Apex is the best fps game！","2024-06-02 18:37:44",0.160621,171,"bxy0125,leizhengxin,pamilovedl,returnsleep,wikimchi"
57,11857973,Lanqingsong123,"2024-06-03 15:03:41",0.160615,53,lanqingsong123
58,11839751,Renoir,"2024-06-03 10:30:34",0.160392,175,itahiro
59,11934535,"Md. Kamrujjaman Mobin","2024-06-03 15:34:00",0.160216,27,mobin555
60,11946677,"Mustard Ken","2024-06-03 16:09:47",0.160141,92,katsuhisamasuda7
61,11985605,"Dive Deeper","2024-06-03 15:35:21",0.160135,50,huyduong7101
62,12017503,sereinx,"2024-06-03 14:03:38",0.160092,30,sereinx
63,11841119,21,"2024-06-01 02:36:14",0.159337,32,fanhuaiyuan
64,12170315,"Masaya Nakanishi","2024-06-02 08:04:08",0.159331,18,masayanakanishi
65,12145650,LRSH,"2024-05-23 14:09:40",0.159308,29,"lrshzyc,vanjing"
66,12163346,"James Walker","2024-05-25 16:23:15",0.158870,2,jameswalkeri
67,11990227,"Mech Richard","2024-06-03 15:52:13",0.158845,6,ruiyaoyang
68,11847920,"Guillermo Perez G","2024-06-03 00:02:53",0.158825,340,guillermoperezg
69,11857529,重生之我在打kaggle,"2024-05-22 15:19:47",0.158816,65,"einwang,huangxiao309,lioepeaks,qi7axu,zzh551"
70,11960705,cescofran,"2024-06-03 10:33:23",0.158675,29,cescofran
71,12095140,"Notebook Threw Exception🙄","2024-06-03 12:05:59",0.158501,100,mohammad2012191
72,11841455,"Evgeny Bratkovsky","2024-06-03 11:28:37",0.158279,55,bratkovskyevgeny
73,11831524,Koi,"2024-05-31 10:17:49",0.158234,3,flashba
74,12018933,Zhaoxinfeng,"2024-05-29 05:06:23",0.158233,2,zhaoxinfeng
75,11831471,"Kamal Das","2024-06-01 18:17:27",0.158183,11,kmldas
76,11957024,NOVAA,"2024-06-03 18:55:29",0.157931,47,"asdkarma,bhavesjain"
77,12057213,Yosshi999,"2024-06-02 14:37:48",0.157844,50,yosshi999
78,12061762,today,"2024-06-03 14:07:05",0.157840,27,today55
79,11882854,ucas641,"2024-05-28 10:30:47",0.157755,18,"bokaizhao,yuxueyang,zzhasda"
80,11997494,"jeans mecial","2024-06-02 13:58:18",0.157703,13,"heyuyan,jeansmecial,zeyuwang000"
81,12075631,S.Aoki,"2024-06-03 16:17:55",0.157620,50,soyaoki
82,11998987,"Anton Kisilishyn","2024-06-02 10:07:41",0.157474,73,antonius42
83,12000984,Kevin114514,"2024-05-28 16:43:16",0.157381,75,kevin114514
84,11841479,"Marek Nurzynski","2024-06-02 21:13:32",0.157367,15,marek3000
85,11844840,早睡早起,"2024-05-25 15:00:57",0.157363,26,fanyang99
86,12168463,"Vipin Kumar #2","2024-06-03 16:39:59",0.157151,13,vipin20
87,11894420,"Mena Filfil","2024-05-17 01:29:20",0.157100,1,menafilfil
88,11831209,"Blue Bull","2024-06-03 15:01:15",0.157076,91,"clearwaterkzk,welshonionman"
89,12028813,ArtieWestside,"2024-06-02 16:02:04",0.157058,42,amorrissette
90,11839006,calace,"2024-06-03 14:50:02",0.156999,52,kokisakaguchi
91,11864622,"MASAAKI HAYASHI","2024-06-02 15:36:03",0.156846,5,masaakihayashi
92,11832620,"Newton Baba","2024-06-01 21:05:11",0.156744,11,newtonbaba12345
93,12021296,"Kuldeep Rathore","2024-06-01 04:52:55",0.156743,3,kuldeeprathoree
94,11851586,lyongE,"2024-05-27 11:20:53",0.156702,10,lyonge
95,12049390,HayatoFujihara,"2024-06-03 00:38:23",0.156622,110,hayatofujihara
96,11944896,blue0620,"2024-06-03 14:47:08",0.156593,84,blue0620
97,11935994,fangzheng123,"2024-05-08 06:51:06",0.156588,1,fangzheng123
98,11844912,"Ashen One","2024-05-31 07:30:45",0.156523,39,"masonear,tantao123,zhanghanucas"
99,12162270,"Marzen CV","2024-05-25 15:29:10",0.156505,2,lmnggia
100,12045506,chronoscop,"2024-06-03 12:30:32",0.156448,9,chronoscop
101,11963974,"[Deleted] e1c77fe3-88dd-46de-bd4e-3e80de747a48","2024-06-03 11:41:14",0.156387,5,del=bd70e6425dbfa9d8
102,11899816,tukaharu,"2024-06-03 15:23:00",0.156280,52,tukaharu
103,12123942,masaishi,"2024-06-01 07:12:58",0.156204,1,masaishi
104,11882223,Kuriboh,"2024-06-03 12:03:40",0.156121,51,"cauchyeix,konosukesakaivvvv,kxz499,stdcjp"
105,12043588,HenkelTheTrueOne,"2024-06-03 17:08:59",0.156010,24,"galinaekaterina,henkelthetrueone"
106,12131461,greg97436,"2024-06-03 22:35:53",0.155898,9,greg974
107,12144106,"Agnij Dutta","2024-05-30 10:31:00",0.155861,9,agnijdutta1
108,12162526,utm529f,"2024-05-29 23:38:58",0.155768,6,utm529fg
109,12007786,"yuanzhe zhou","2024-06-03 00:59:51",0.155758,142,yuanzhezhou
110,11969114,GUOHAOYANG,"2024-05-23 16:12:22",0.155657,4,pkuszboi
111,11977623,"Chingiz Nurzhanov","2024-05-14 11:27:54",0.155515,24,chingiznurzhanov
112,12034143,ma2019,"2024-05-22 15:47:53",0.155386,44,ms2019
113,12162068,"Niko #2","2024-05-26 04:03:29",0.155369,6,archerpa
114,12046520,dengguozhi,"2024-05-23 06:01:37",0.155145,2,pullitdown
115,12060006,keisun11,"2024-06-03 13:10:26",0.155137,42,keisun11
116,11978504,V,"2024-05-30 02:37:42",0.155128,10,hebailin
117,12105150,一人一塊小牛扒,"2024-05-13 18:23:05",0.155080,1,tinfufans
118,12003027,Desolade,"2024-05-28 16:28:05",0.155074,35,desolade
119,11895141,evg3n1j,"2024-05-24 12:05:15",0.155027,12,evg3n1j
120,11965254,AkiraIshikawa,"2024-06-02 14:21:17",0.154969,14,akiraishikawa
121,11982866,"Itchier Ibex","2024-05-13 22:44:47",0.154889,2,nrnjnthnkchlm
122,11869108,Vladislav,"2024-06-03 10:33:11",0.154838,10,lenferdetroud
123,11831370,tomosan,"2024-06-03 15:12:51",0.154804,231,tomoyakawabe
124,12120659,Squ602,"2024-05-19 19:06:05",0.154800,7,squ602
125,11978807,shun_johnny,"2024-05-30 23:42:44",0.154774,2,shunjohnny
126,12161550,Idasi,"2024-06-03 07:33:43",0.154758,13,blaisestandish
127,12134402,Mimicatmom,"2024-05-19 16:37:22",0.154703,2,mimicatmom
128,11921484,"Cultural Kaggle","2024-06-03 10:35:19",0.154639,38,"allapliskovskaia,beketovivan,egorgologuzov,ekaterinakucherova,sorochkindaniil"
129,11873046,enddl22,"2024-05-20 12:37:45",0.154627,28,enddl22
130,12004388,takumi71,"2024-05-19 15:39:49",0.154565,3,takumi71
131,12164288,"shen shiyun","2024-05-26 08:51:28",0.154535,4,shenshiyun
132,11895507,"Ji Yuan","2024-05-09 10:34:18",0.154531,25,yuanji1239
133,12132865,"Stack Dreamer","2024-05-20 15:35:14",0.154468,1,alwdj07
134,11901967,IC2,"2024-06-02 16:52:42",0.154456,27,jonathanchan
135,11902442,takaito,"2024-06-03 14:48:02",0.154450,14,takaito
136,12082590,"Salim Dohri","2024-05-08 20:07:11",0.154444,3,salimdohri
137,11905119,zephon993,"2024-06-03 02:00:28",0.154363,19,zephon993
138,11865659,yataro800,"2024-05-12 01:28:50",0.154363,8,yataro800
139,12136225,laplace,"2024-05-29 17:55:29",0.154352,103,"aaachen,del=1d35dd965a07f667,jeffersusus,xhhhhx"
140,11966667,"Nishant Singhal","2024-05-31 00:58:57",0.154174,3,stacknishant
141,11834571,"Ganesh tamang","2024-05-25 01:40:24",0.154150,8,ganeshtamang
142,11872124,"Tim Riggins","2024-06-03 16:17:04",0.153980,48,timriggins
143,11832046,ts,"2024-06-03 15:14:08",0.153976,157,tsasakits
144,11960408,wasjaip,"2024-05-30 18:29:16",0.153944,4,wasjaip
145,11944003,"Mahmoud Elshahed","2024-06-03 09:33:21",0.153925,61,letemoin
146,11839234,AIstarter,"2024-06-03 12:31:53",0.153885,52,"chgykim,chorokmaesil"
147,11843934,"Yash Nilesh Soman","2024-06-03 12:31:56",0.153880,5,yashnileshsoman
148,11890800,Kinosuke,"2024-05-09 08:29:53",0.153823,11,chiman3se
149,11830631,SMAHTHEO,"2024-05-17 10:53:17",0.153713,26,smahtheo
150,11831924,"Qingyao Shuai","2024-05-16 08:54:07",0.153623,28,sqqqqy
151,11869687,tamryow,"2024-05-23 15:40:38",0.153621,52,tamryow
152,12025561,GuiGui,"2024-05-26 02:18:12",0.153598,24,canming
153,11864398,akaJackyYANG,"2024-06-02 12:53:37",0.153587,10,akajackyyang
154,11921138,mist665,"2024-06-02 03:18:42",0.153581,5,mist665
155,12102704,"Danya Krutovsky","2024-05-22 11:06:19",0.153553,3,krutovsky
156,12032200,Pawpixel,"2024-06-02 09:42:23",0.153551,8,libbyphi
157,12006950,rootacess,"2024-05-26 08:21:40",0.153550,2,swayamsingh
158,12133973,JLY,"2024-05-21 11:42:14",0.153490,3,jilinyang
159,11946087,"haobo xu","2024-05-26 16:10:36",0.153471,61,"directionwei,haoboxu520"
160,11831287,hsling,"2024-06-03 09:48:38",0.153449,54,"shyamgupta196,wolfmedal"
161,12136731,xiyan1234,"2024-05-20 07:32:30",0.153447,1,xiyan1234
162,11956949,2110573,"2024-05-13 08:22:53",0.153373,24,"armyrcn,devpatrickcho,helpmepeet,jeansathiwat,treggae"
163,11990893,Пельмени,"2024-05-29 18:44:23",0.153372,6,"bizonator,lentyaeena,mrrooots"
164,11936098,tetsu2131,"2024-06-03 15:38:49",0.153369,5,tetsutani
165,12134359,wnmgrn,"2024-05-25 13:49:22",0.153341,8,wnmgrn
166,12132525,"gu kanghong","2024-05-28 11:14:09",0.153328,1,gukanghong
167,12138390,"Kashish Ranjan","2024-05-22 05:37:42",0.153316,1,kashishranjan
168,11953019,"Yuri Njathi","2024-06-03 14:12:21",0.153313,5,hypnotu
169,11843079,"Mohammad Albaddawi","2024-06-03 16:14:18",0.153275,100,m7mdalbaddawi
170,12120706,ChrisChan0204,"2024-05-29 00:21:15",0.153261,5,chrischan0204
171,11896128,Jadaite,"2024-05-27 10:50:16",0.153193,11,jadaite
172,12097503,Sonwe1e,"2024-05-13 14:57:07",0.153098,6,sonwe1e
173,12102930,"Tatsuhiro Sugisawa","2024-06-03 15:54:57",0.153090,9,tatsuhirosugisawa
174,12011000,JSLim7,"2024-06-03 13:54:23",0.153083,3,jslim7
175,12134961,"Vyacheslav Bolotin","2024-05-19 20:49:02",0.153075,2,vyacheslavbolotin
176,12042006,Yuxuan-Wang,"2024-05-09 03:12:01",0.153046,1,linkinin
177,11841571,Just4Fun,"2024-06-03 09:20:17",0.152891,39,"gh0sthunter,justforfun44,octaviograu"
178,11832014,"Ahmed Hassan","2024-06-03 06:01:16",0.152878,8,ahmedhassan0
179,11831447,IKD,"2024-06-03 11:29:29",0.152869,90,makotoikeda
180,12163755,yarkhom,"2024-06-02 16:01:43",0.152827,27,yarkhom
181,11830967,kglctf,"2024-06-03 13:12:23",0.152816,189,kglctf
182,12164844,PeterPccc,"2024-05-31 11:52:44",0.152809,21,peterpccc
183,11882364,dp211,"2024-05-28 03:18:15",0.152802,6,"baichong,duhaowen,rainfeifei,wjyddd,zhaoluhui"
184,12163502,zhenfengliunian,"2024-05-29 16:35:38",0.152776,3,zhenfengliunian
185,11831984,Shin7jp,"2024-05-23 12:37:36",0.152765,5,shin7jp
186,12022920,Erechtheus,"2024-05-27 11:09:52",0.152694,5,erechtheus
187,12163778,"Denny Loevlie","2024-05-26 13:05:07",0.152694,2,dennyloevlie
188,12060995,"Jayanth Sai Marreddi","2024-05-31 07:29:49",0.152690,2,jayanthsaimarreddi
189,12028566,NODE,"2024-05-28 06:11:37",0.152689,30,"pupilsun,zyhchasel"
190,12097629,Bernard,"2024-05-13 03:26:17",0.152685,3,yly5867891
191,12162175,"said koussi","2024-05-31 19:39:25",0.152683,3,saidkoussi
192,11837697,Pongpet,"2024-05-06 14:42:49",0.152668,1,pongpetsodchern
193,12107255,"fei jiang xing","2024-06-03 07:09:03",0.152663,5,feijiangxing
194,11961868,tcv,"2024-06-03 13:30:41",0.152627,306,"beichen0527,nanbei0206,xinlongsun,zhongwenhao"
195,12095927,kumanomi,"2024-05-14 12:34:23",0.152615,3,kkkggg
196,12160187,"Mukharbek Organokov","2024-05-26 00:07:56",0.152581,2,muhakabartay
197,11834392,vecxoz,"2024-06-03 09:31:22",0.152535,3,vecxoz
198,12052394,"Steve Ko","2024-05-06 13:12:50",0.152477,3,lfnetclk4
199,11843315,onisshu,"2024-05-09 07:06:43",0.152445,8,onisshu
200,12123703,"Mihan Perera","2024-05-19 11:14:53",0.152412,1,mihanperera
201,12038420,"Konstantin Boyko","2024-05-30 18:56:22",0.152355,17,konstantinboyko
202,11830622,"Mohammad Essam","2024-05-07 17:31:02",0.152350,5,mohammedessam97
203,12000238,"YUSHI NAKAGAMI","2024-06-03 16:15:33",0.152338,121,yushinakagami
204,11838137,"zhang hongyang07","2024-05-06 03:19:07",0.152315,1,zhanghongyang07
205,12162776,"weichu xie","2024-05-25 16:34:03",0.152222,10,"hamyee,weichuxie"
206,11985383,A.Ishibashi,"2024-05-31 02:50:22",0.152205,7,akihiroishibashi
207,12094464,"Nilesh Gupta","2024-05-11 09:34:01",0.152199,2,nileshely
208,12140817,Shiv28,"2024-06-01 07:50:53",0.152099,3,shiv28
209,11831171,HiroyukiSasaki,"2024-05-28 15:41:18",0.152081,17,hiroyukisasaki815
210,12017837,"Tsuyoshi Hitoe","2024-06-01 14:25:09",0.151995,3,tsuyoshihitoe
211,11833030,Lumos002,"2024-06-02 12:55:57",0.151955,1,lumos002
212,11882557,"MINT Lab","2024-05-30 02:16:06",0.151949,19,"chanchanhoho,hdwook3918,jinonechoi,quynguyencong"
213,12060317,"l'image et le territoire","2024-06-02 23:57:26",0.151933,10,tztang
214,11870462,hinata1119,"2024-05-29 15:34:54",0.151872,6,hinatafukasaku
215,11909640,"dragon zhang","2024-06-02 13:48:32",0.151839,12,dragonzhang
216,12129514,johnny,"2024-06-02 07:09:14",0.151815,21,jaejohn
217,11834609,"Aleksandr Emchinov","2024-06-02 18:16:50",0.151702,33,"greylord1996,gromml,leadnvalidate,samalkubentayeva"
218,11903504,"Dmitry Kozlov","2024-05-28 23:43:19",0.151685,3,dkozlov
219,11841883,"Mike Kim","2024-06-03 16:36:21",0.151681,12,mikeskim
220,11833498,ken555333,"2024-06-03 11:25:58",0.151670,207,"kenken555333,masayamurata"
221,11854303,"Robert Vargo","2024-05-22 02:32:18",0.151656,4,robertvargo
222,12002885,KK,"2024-05-23 10:08:37",0.151602,10,kunalkarda
223,12132040,bono,"2024-06-03 12:01:32",0.151534,34,kjoonha
224,11929834,"navneeth subramanian","2024-06-02 15:13:59",0.151496,5,navneeth
225,12156566,"Wisp Vale","2024-05-24 07:06:26",0.151489,4,wispvale
226,12136432,"Yutaro Iizuka","2024-05-20 06:22:50",0.151343,1,yutaroiizuka
227,11831463,Yuki,"2024-06-03 12:27:42",0.151301,21,yuki11ii
228,11851704,JIUzhe,"2024-05-20 07:18:29",0.151298,7,"hypochlorous,yumengmao"
229,12051357,fdu_Kaggler,"2024-06-03 16:09:01",0.151294,9,"j798482a,lijiangliu123"
230,12121240,DeemoTeemo,"2024-06-03 20:06:20",0.151179,2,deemoteemo
231,11860273,kyb,"2024-06-02 16:17:52",0.151174,9,kaoyubo
232,11887338,"Yuhang Jiang","2024-05-25 12:43:59",0.151159,3,yuhang1248
233,12103376,"Ravindra gaikar","2024-06-03 21:13:09",0.151137,3,ravindragaikar
234,12117178,"Niranjan Nakkala","2024-06-01 03:55:12",0.151071,2,niranjanmudhiraj
235,12092155,"Dylan Moraes","2024-05-22 06:31:19",0.151046,1,dylanmoraes
236,12136769,the_swordsman,"2024-05-20 07:37:50",0.150980,1,nkonomichael
237,11993127,"Zulqarnain Ali","2024-06-03 08:51:29",0.150978,29,zulqarnainalipk
238,11837832,"HyeongSeok Lee_KR","2024-05-13 10:39:12",0.150975,2,hyeongseokleekr
239,12008501,potterliu,"2024-06-03 16:23:20",0.150946,5,potterliu
240,12071460,electricize,"2024-05-06 15:59:50",0.150937,1,electricize
241,11843411,"TE LIN","2024-05-13 09:54:15",0.150903,5,lttttt0326
242,11847953,"Pavel Pavlov","2024-05-28 06:47:44",0.150860,13,akakii
243,12045820,AudreysoButlergx,"2024-05-01 07:26:24",0.150798,1,audreysobutlergx
244,12163439,Flouka,"2024-05-25 17:00:09",0.150705,1,mohamedtoukabri
245,11939881,digimagi,"2024-05-31 10:06:01",0.150702,3,digimagi
246,11986688,Doublej37,"2024-05-11 13:54:11",0.150539,8,doublej37
247,12122335,"hanzel xiang","2024-05-22 09:46:17",0.150391,1,hanzelxiang
248,11947311,zzyngu,"2024-05-14 06:40:46",0.150310,2,zzyngu
249,11920261,"Lightning Mcqueen","2024-05-30 07:27:00",0.150301,8,"disneyyyyyyy,filet9106,nckue94091128,zoldyckkirua"
250,12029171,sj_star_19,"2024-05-16 04:45:29",0.150280,5,sjstar19
251,11959311,"Peter Golosz","2024-05-15 14:30:01",0.150259,18,petergolosz
252,12039366,"[Deleted] 1ca744ab-74af-4280-a342-56d3143f61bf","2024-05-31 05:39:58",0.150177,9,del=9690350a623f9890
253,11842849,smokey,"2024-06-03 15:09:19",0.150150,3,smokeyscraper
254,11840641,gogome_Joh,"2024-06-02 23:14:08",0.150136,40,mkamijo
255,12167471,quswnsgud,"2024-05-26 22:52:38",0.150112,1,quswnsgud
256,12015374,soul,"2024-05-14 08:10:35",0.149922,3,soul80
257,12109643,"Muhammad Abdullah","2024-05-24 18:23:46",0.149906,2,muhammadabdullah545
258,12097984,"Roman Degtyarev","2024-05-27 08:04:02",0.149892,8,blackbear2017
259,12144293,"Benz Nguyen","2024-06-03 17:14:18",0.149817,6,ducnguyenvan
260,12028457,pon0matsu,"2024-06-01 10:43:31",0.149807,4,drewmatsumoto
261,11966294,"Simple Random Walk","2024-05-07 05:18:36",0.149741,6,lingjikong
262,11978799,F426,"2024-06-03 23:45:57",0.149729,17,"csxcsx,jyparm,stringerywh,yrcchen"
263,11899793,Big_Big_Fang,"2024-06-03 16:39:18",0.149705,86,somewherehfn
264,12061776,"Manuel Campos","2024-06-03 16:01:00",0.149603,65,coreacasa
265,12123366,Naming,"2024-05-31 12:29:57",0.149543,14,"jermianliu,xiaonali666"
266,12089917,-_-,"2024-06-03 13:26:57",0.149540,50,"hieule3006,hoangqc,lifezero,trnthanhhng"
267,11839141,Merlinus,"2024-05-29 01:56:52",0.149530,42,merlinus
268,12045409,Matarisvan,"2024-05-28 12:09:44",0.149525,7,matarisvan
269,12147379,tennisai,"2024-05-22 10:58:12",0.149174,2,yuanasure
270,11978255,"Firat Gonen","2024-05-16 07:36:01",0.149105,2,frtgnn
271,11970842,dddmc55,"2024-06-03 17:17:23",0.149104,4,dddmc55
272,12169624,"komei kato","2024-05-27 10:06:05",0.148964,1,downeast
273,12108252,Goda,"2024-06-02 23:36:42",0.148773,13,gudwtr
274,12091681,realnovice,"2024-05-10 15:45:05",0.148772,1,realnovice
275,12020312,"FreddyHu #2","2024-05-23 06:55:34",0.148765,6,freddyhu
276,12084779,"Junchong Huang","2024-06-03 04:19:55",0.148752,12,junchonghuang
277,11838133,VK,"2024-05-27 13:17:22",0.148580,2,venkatkumar001
278,12170926,"Oliver Behrens","2024-06-03 19:20:42",0.148430,9,peterpizza
279,12098947,Aere777,"2024-06-03 19:35:58",0.148429,2,aere777
280,12136583,"Asbaa Thakur","2024-05-20 06:57:29",0.147987,1,asbaathakur
281,11831373,Nicole,"2024-05-19 01:01:38",0.147951,7,algerwang
282,12068190,loki003,"2024-06-03 17:08:38",0.147675,4,loki003
283,11927383,NB11BB,"2024-05-01 17:30:48",0.147639,30,"maxjiang0709,nb11bb"
284,11850113,"Fadhaa Ali","2024-05-26 13:17:16",0.147590,1,fadhaaali
285,12101253,Lyrebird,"2024-06-03 16:15:12",0.147513,21,lucax2
286,12017603,"Nikolai Semiachkin","2024-05-25 12:48:47",0.147374,2,letfoolsdie
287,11836486,"Samrat Abdul Jalil","2024-05-15 16:49:38",0.147347,3,samratabduljalil
288,12129850,dfggfhfg,"2024-05-18 12:13:52",0.146553,1,dfggfhfg
289,11858295,life3steps,"2024-05-26 13:40:31",0.146481,84,seungwooyi
290,11836864,bestwater,"2024-05-28 01:30:06",0.146478,27,bestwater
291,11938260,shhhhs,"2024-05-13 21:18:56",0.146412,1,shunhsiang
292,11899291,"Kiram Al-Kharba","2024-05-16 16:44:33",0.146404,59,al0kharba
293,12136344,"Kin Hei Lee","2024-05-20 06:55:59",0.146323,1,kinheilee
294,11873880,kami,"2024-04-24 11:13:21",0.146316,17,kami634
295,12071373,knightliness,"2024-05-06 15:39:04",0.146269,1,knightliness
296,11905760,sample_submission.csv,"2024-04-21 20:18:41",0.146138,14,yeochengyu
297,11986889,kazumax,"2024-06-01 12:47:40",0.145810,80,"kazumax0720,kyosukemorita"
298,11877412,"uoh + ko","2024-06-03 16:17:07",0.145700,165,"koyyy0,kurimats,takashimanaoya"
299,11877064,"Zewen Zheng","2024-05-31 10:05:05",0.145686,234,"weifengbzzz,zewenzheng,zhang20000621ni"
300,11859859,Yumeng717,"2024-05-07 15:24:32",0.145443,7,yumeng717
301,12100436,"Khlifi Mohamed","2024-06-03 19:25:02",0.145256,19,khlifimohamed
302,12148661,zza666,"2024-05-24 07:21:44",0.145185,8,zza666
303,12081680,egmbn380,"2024-05-08 14:48:43",0.145139,1,egmbn380
304,11889789,"Syed Salman","2024-05-31 09:15:03",0.145069,3,salmanhabeeb
305,11865499,Andrey,"2024-05-13 16:27:24",0.144897,46,andrey67
306,11830939,kyoukuntaro,"2024-04-07 23:11:58",0.144823,9,yawata
307,11901783,photunix,"2024-06-03 15:14:41",0.144804,28,photunix
308,12103701,"yq line","2024-06-03 16:50:08",0.144761,50,yqline
309,11845935,"Gregoire D","2024-06-03 14:36:56",0.144447,81,gregoired
310,12005489,SimmonsLee,"2024-04-24 04:18:44",0.144084,5,simmonslee
311,11840137,"BRUCE TJ","2024-06-03 09:18:28",0.144014,30,brucetj
