Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
32,12603126,HanHen(g)Qiang,"2024-12-12 10:27:39",0.52772,247,"hengzheng,hookman,quincyqiang"
33,12773853,"Dipam Chakraborty","2024-12-12 16:53:41",0.52670,128,dipamc77
34,12603508,x-creative,"2024-12-12 12:28:53",0.52535,65,albert2017
35,12609778,D.Imanishi,"2024-12-11 12:24:20",0.51887,176,dimanishi
36,12603560,K.L.N,"2024-12-12 14:30:42",0.51663,460,"gmhost,mozhiwenmzw,noizersam"
37,13009857,"Misconception Miners","2024-12-12 07:45:35",0.51599,129,"christinaqinxinyang,wfweifan,wlhlily,yzhao0131"
38,12603640,来自美团的饿了么骑手们,"2024-12-12 14:43:19",0.51372,132,"caoruisen,hztheanswer,muriel123413,rayjiang01"
39,12989973,"Mining LLM","2024-12-11 13:38:06",0.51308,199,"ffantasy7,jackdeng123,junyixiang,theluciadd,xinyangkwang"
40,12601913,"yaneura no penguin","2024-12-12 10:39:01",0.51257,150,"fyk778,yanegomi"
41,13006395,loraconfig,"2024-12-12 12:55:45",0.51235,103,"facebookai,lijinhui0118,llzzzzss"
42,12946432,equationllm,"2024-12-12 08:08:41",0.51215,160,"cheeway,sixxxxxx,theresaweng,yidima980412"
43,13011774,abtest,"2024-12-11 13:22:54",0.51193,168,"bryanyuehengwu,ivanwanmmbc,liqifengmaggie,majunheng"
44,13011670,SFT,"2024-12-12 03:28:24",0.51191,40,"gptnano,microled"
45,12995375,Lesstune,"2024-12-12 14:37:08",0.51175,140,"drprompt,liwenbo3367,lyudacheng,xrw1359"
46,12910539,KTO,"2024-12-12 13:58:07",0.51124,98,ktozzw
47,12623956,"Zhuang Jia","2024-12-12 06:08:41",0.51118,71,"jiazhuang,mingdadaliu,nicolfang,wangshixiao,yiwang88"
48,13017938,Gibu,"2024-12-10 18:19:15",0.51099,47,quasiai
49,13006542,K0007,"2024-12-12 16:44:22",0.51083,119,"ifinetune,jiajieli123,touertou"
50,12979025,CombineWKDF,"2024-12-11 08:35:32",0.51055,114,"duyuxi1,frankzfchen,kcharlesj,magicnet"
51,12607162,RyszardStaruch,"2024-12-12 12:24:08",0.51043,38,"bartosznaskrecki,ryszardstaruch"
52,12995418,Maple,"2024-12-12 01:56:22",0.51016,113,"jiechenm,leijianuo,llmapi,luanala"
53,12831477,"No. 666","2024-12-12 14:22:00",0.50954,92,"bwhale,greenteabitch,hypermodel"
54,13005907,ADC,"2024-12-11 03:35:52",0.50919,87,"chenfengyifan,codecodeneed,kedibin"
55,12603553,sirius,"2024-12-12 13:44:28",0.50794,147,"charleschenstone,jerryhouse,misaka,sirius81"
56,12677315,nonononofish,"2024-12-12 15:11:52",0.50756,35,nonononofish
57,12607493,sukeponta,"2024-12-12 13:30:41",0.50716,122,mellcrane
58,12633593,saeNeko,"2024-12-12 14:33:43",0.50377,43,sae20gorilla
59,12602028,ducnh279,"2024-12-12 15:17:46",0.50277,238,ducnh279
60,13034842,ftakashi,"2024-12-12 10:51:47",0.50083,25,ftakashi
61,13018507,tofly,"2024-12-11 06:48:44",0.49865,81,"denathriuswong,fufu2022,yangjuankai,yaoqingjin"
62,12603188,"Jagat Kiran","2024-12-12 12:10:43",0.49805,245,jagatkiran
63,12612265,pasha_bur,"2024-12-10 06:19:09",0.49778,49,"burnyshev,vsamokhin"
64,12711680,bilzard,"2024-12-12 13:54:54",0.49736,66,tatamikenn
65,12926495,kuso,"2024-12-10 13:54:58",0.49735,66,"angelinewen,distiller,kerenshang,liangtianle"
66,12603085,Falcon,"2024-12-12 13:37:57",0.49696,87,aromani
67,12749516,"yes team","2024-12-10 05:25:52",0.49613,96,"chenchengcheng,freddiewaa,hiteapg,oneby1,yuqingchenaa"
68,12603228,ktokunaga,"2024-12-12 12:58:10",0.49375,71,kazuakitokunaga
69,13012852,dylandylan,"2024-12-12 15:48:19",0.49331,29,"anoxia1,nikotong"
70,12607831,sustech,"2024-12-12 12:13:45",0.49270,132,"laoxiaodong,uwu007,yichengccfw"
71,12732815,aazyloooong,"2024-12-12 16:05:04",0.49166,91,"aazyloooong,oxywuk,sissioyyang"
72,12897146,tascj,"2024-12-12 17:30:27",0.49136,1,tascj0
73,12762392,osuga_2509,"2024-12-12 05:14:35",0.49107,44,osuga2509
74,12609954,"Juan Carlos Galvez","2024-12-07 12:03:05",0.48860,48,titustitus
75,12693532,"2 pieces of cold pizza","2024-12-10 23:32:59",0.48849,69,"chaehongjeong,jeinsong,ljh0128,tjr4090"
76,13027577,🐂,"2024-12-12 13:02:38",0.48832,57,"anyouyou,bingyuniu"
77,12750150,GENHN,"2024-12-12 18:52:16",0.48802,146,"everyouthful74,flooz69101,hfirework,jingyanhu,neoywang"
78,12897572,L.C.C,"2024-12-11 03:16:04",0.48647,124,"linsiwei,rqchen123,rsndqm"
79,12620275,quenn,"2024-12-08 13:00:59",0.48611,94,anastasiajia
80,12715341,nomnomnonono,"2024-12-12 05:53:16",0.48563,185,nomnomnonono
81,13054322,Raki,"2024-12-12 16:05:49",0.48557,14,raki21
82,12729705,"only large","2024-12-12 06:42:44",0.48484,50,"fu8321,jiaweijade,mianic,stellawyd"
83,12829920,"Kawsar Hossain","2024-12-12 05:15:46",0.48453,119,kawchar85
84,12905047,WZHZJQEDS,"2024-12-12 10:01:36",0.48425,72,"daipinjia,davidwu8,hannruliu,hongtaopan,wzhzjqeds"
85,12911047,lllleeeo,"2024-12-12 13:36:01",0.48389,74,lllleeeo
86,12637153,"Evan Arlian","2024-12-12 21:22:26",0.48353,18,evanarlian
87,12602941,"Peng Zheng","2024-12-12 13:22:35",0.48323,418,"fanyang99,pengzhengcurtis,xusunupcite"
88,12628949,bird,"2024-12-12 15:17:10",0.48282,138,"bestpredict,brianwilliamzhao,whitebird"
89,12604647,"Martin Team","2024-12-12 14:44:44",0.48277,101,"ginc77,saedghgdg,wuzhangming,zhaoyilong,zhilingtangatkaggle"
90,12634503,"Nikhil Tumbde","2024-12-12 18:30:52",0.48248,114,nikhiltumbde
91,12943573,lucy_lucy,"2024-12-12 09:25:26",0.48243,15,"lucyking2000,yuzhouhu123"
92,12865603,"Togawa Sakiko","2024-12-12 14:59:20",0.48104,45,neowehgi
93,12608466,kazuhitot,"2024-12-11 14:33:51",0.48063,62,kazuhitot
94,12792490,"Sergey Parakhin","2024-12-12 20:02:06",0.47870,14,sparakhin
95,12813620,"purin cult","2024-12-12 11:33:59",0.47870,108,"currypurin,nayutakahashi,utarou"
96,12644296,"Ye Daotian","2024-12-12 07:59:19",0.47752,361,yedaotian
97,12623734,john,"2024-12-12 18:34:15",0.47567,179,iwisly
98,12604522,Maoshenli,"2024-12-12 17:02:30",0.47562,90,"jiataisong,maoshenli,trainld"
99,12898720,"Xinyuan Qiao","2024-12-12 11:59:16",0.47533,84,"fionazhangunimelb,hill0302,kuizongwu,tianhao0814,xinyuanqiao"
100,12658506,"Steak AC Auto Machine","2024-12-12 17:19:30",0.47464,44,jasonczh
101,12620321,"Filip Basara","2024-12-10 23:30:51",0.47449,150,qubit00
102,13059622,Keily,"2024-12-12 13:32:40",0.47430,33,"dearsloth,justforwin,kunce1,saiqiking,tomgogogo"
103,12603359,THLUO,"2024-12-12 06:08:19",0.47342,68,ilovearsenal
104,12602116,Misconceptionista,"2024-12-12 17:20:44",0.47339,401,"alejopaullier,masasato1999,medali1992,nischaydnk,pjmathematician"
105,12603885,nynyny67,"2024-12-12 13:30:55",0.47281,23,nynyny67
106,12704997,nikutto,"2024-12-12 19:25:00",0.47269,17,nikutto
107,12602326,varus1234,"2024-12-12 05:38:59",0.47260,21,varusvarus
108,12605529,"Eugene Krylov","2024-12-12 12:41:36",0.47259,97,eugenkrylov
109,12960391,dmck,"2024-12-12 13:22:12",0.47228,47,rsliu1892
110,13053246,"Grand Servant","2024-12-12 14:29:33",0.47217,15,junjinran
111,13038654,Sherman521,"2024-12-12 22:09:21",0.47162,32,sherman521
112,12855588,"Ashish Singh 🇮🇳","2024-12-08 16:43:17",0.47122,65,ashufet
113,12729754,kyotoman,"2024-12-12 15:02:13",0.47061,202,"daisukeumeda,rlxxnnn,tatsuokoshida,yiwahori,yumutabuchi"
114,12624400,"HCMUS - Senior Students","2024-12-11 22:01:57",0.47056,346,"bibanh,llongquoc,vuonglam"
115,12935975,"Is prompt all you need?","2024-12-12 13:19:46",0.47007,6,tianzhenggao
116,12910479,"Maham Haroon","2024-12-12 12:59:57",0.46968,151,mahamhc
117,12904032,Camelliawe,"2024-12-12 03:44:43",0.46939,130,"camelliawe,chenjxx,juniorliu95,kitsuha,longinus02"
118,12749464,LinGard,"2024-12-12 06:13:02",0.46927,176,"algerwang,handudu,mschoo,roceleylaw,songjiaming409"
119,12667499,Makubes🚌,"2024-12-12 09:17:23",0.46907,152,"crescent97,lixiaowen0114,matrixmy,mewi0525,xiaomaguo"
120,12604552,DT_QC,"2024-12-12 13:31:56",0.46906,200,"alber94,orghuang,sabrina011,wengwhale,xiaocao123"
121,12729717,Mr.T,"2024-12-12 17:40:13",0.46875,70,"gavinnnnnnnnn,kcolczhong,mryexiu,suntenghao,zippogu"
122,12913685,"Aleksandr Lavrikov","2024-12-12 16:53:11",0.46866,53,lavrikovav
123,12603947,neilus,"2024-12-12 12:43:04",0.46857,433,neilus
124,12810257,lyu,"2024-12-07 04:54:50",0.46759,24,zhuwanglju
125,12889652,"ok fine","2024-12-12 06:50:36",0.46753,53,"averill,novaraecr,thalassa,twilightember,zephyrine126"
126,12699967,ttkk22,"2024-12-12 14:37:39",0.46689,242,ktsuda
127,12676535,"Allie K.","2024-12-12 15:04:41",0.46664,151,blankaf
128,12616491,"Vavilkin Alexander","2024-12-11 21:05:59",0.46468,47,vavalex
129,12625815,A.Sato,"2024-12-08 11:38:48",0.46387,23,tommy1028
130,12644264,yukichi0403,"2024-12-12 14:43:53",0.46359,169,yukitake93
131,12692462,"Anh Vo","2024-12-11 04:08:57",0.46343,48,anhvth226
132,12667595,LCY,"2024-12-12 16:34:20",0.46323,63,linchenyu
133,12631941,"Good Luck","2024-12-09 07:15:27",0.46294,27,"leonshangguan,shanzhong8"
134,13013480,DT_champion,"2024-12-12 10:40:03",0.46284,81,"caviarye,wfzvic,wuqinghe,yourlh,zdx666"
135,12863901,takaakiinada,"2024-12-03 11:34:15",0.46272,13,takaaki314
136,12605126,cm391,"2024-12-12 19:52:29",0.46252,120,mccocoful
137,12673083,"Kim Kumuha","2024-12-12 11:16:53",0.46241,60,kimkumuha
138,12603844,Cling,"2024-12-11 12:06:59",0.46231,42,liukelin
139,12771479,Glin,"2024-12-05 13:42:40",0.46177,19,"huangjingwang,vivienvictor,xgl0626"
140,12601876,dynamic24,"2024-12-12 03:26:39",0.46170,139,dynamic24
141,12688653,flamepurple,"2024-12-06 11:42:24",0.46148,39,flamepurple
142,12604792,Say,"2024-12-12 12:13:39",0.46120,300,"collision424,fleisx,sanlyder,twinklewill,xinyili97"
143,13005183,Elysian9,"2024-12-12 12:06:47",0.46113,119,"elysian9,huayuer,lichangbang,wuyanyidui7,zhuoii"
144,12709474,须知少时凌云志，曾许人间第一流,"2024-12-12 15:44:07",0.46090,24,songqizhou
145,12929653,neko_yt,"2024-12-12 13:05:15",0.46070,101,yoshihiratakahide
146,13044258,"Wise Fancy","2024-12-12 14:49:17",0.46050,3,wisefancy
147,12640503,"Slava Hodlevsky","2024-12-12 16:53:02",0.46007,79,slavahodlevsky
148,12626811,xyzlsy,"2024-12-12 11:44:05",0.46004,185,"hangjian,heelerdeer,xyzlsy,yanchengwei,zhibowangligan"
149,12604620,zby,"2024-12-12 17:31:50",0.45915,34,"captainai,fyuuiioin,herminw,shiruyi,wuhanren"
150,12743779,blue0620,"2024-12-06 03:49:15",0.45907,30,blue0620
151,12806101,clora,"2024-12-12 15:55:29",0.45885,53,clora16
152,13029282,HCMUS-2425-1,"2024-12-12 10:50:36",0.45878,27,"justdylan,lylithstr,minkhuee,nguyennt643"
153,13015605,"Vladyslav Khaitov","2024-12-12 21:36:26",0.45876,2,vladyslavkha
154,12672778,Onewo,"2024-12-12 09:56:57",0.45874,134,wqlun06
155,12646719,Muj!rush!,"2024-12-12 18:43:07",0.45835,64,"mint1230,mujrush,yukko08"
156,12797542,"Savvas Theocharous","2024-12-12 17:17:52",0.45811,82,savvastheocharous
157,12777542,neibyr,"2024-12-06 11:25:04",0.45809,15,neibyr
158,12631105,"Jack (Japan)","2024-12-12 17:06:55",0.45768,79,rsakata
159,12898723,"Oleh Kivernyk","2024-12-12 16:58:33",0.45767,75,olehkivernyk
160,12642909,Ts,"2024-12-11 15:55:04",0.45755,49,"keigom,miyamuratakeki"
161,12723437,"JOJO DD","2024-12-09 13:42:26",0.45737,7,jojodd
162,12735866,"yuzhou ma","2024-12-12 05:32:50",0.45698,99,renshengfaze
163,12658782,"kei hasegawa","2024-12-09 07:55:13",0.45679,34,keihasegawa0503
164,12627812,kuto,"2024-12-12 12:38:44",0.45630,52,kuto0633
165,12716623,cmd,"2024-12-12 15:02:46",0.45589,43,"caomengdie,guoyixian2,ysqdababa"
166,12616931,syurenuko,"2024-12-12 13:00:14",0.45586,77,syurenuko
167,12932208,yellowleaf,"2024-12-12 14:50:27",0.45518,39,"darrylcai,wcqyfly"
168,12703796,dal-lab,"2024-12-12 21:54:42",0.45509,31,"k12hirano,rikitomo0526,tomoyamiyazawa26"
169,12640556,Joseph,"2024-12-12 18:28:19",0.45478,37,takanashihumbert
170,12610844,megsub,"2024-12-12 14:57:34",0.45463,18,tjbhdata
171,12705158,"Yuki Okumura","2024-12-12 07:48:35",0.45429,11,yukiokumura1
172,12782436,PraMamba,"2024-12-12 13:58:33",0.45343,28,pramamba
173,12931074,yarkhom,"2024-12-12 11:25:31",0.45333,112,yarkhom
174,12971212,"Two Hundred Small Cute","2024-12-10 03:14:54",0.45330,60,darksosol11
175,12809655,YumeNeko,"2024-12-12 15:26:24",0.45251,44,kashiwaba
176,13049350,"Chan siring","2024-12-12 15:36:56",0.45237,9,chansiring
177,13046924,HCMUS-2425-3,"2024-12-12 07:52:55",0.45233,37,"bhdang311003,fabyanbao,thaichivy,tiennhat"
178,12870415,zjrfan,"2024-12-12 16:56:17",0.45141,137,"gyyismyyyds,wscmisx,xintang132"
179,12625315,payanotty,"2024-12-09 09:53:23",0.45119,190,"akihiroueno,marchin,oshima123,payanotty,takahiroesaki"
180,12863277,"Zhouning Du","2024-12-12 17:41:38",0.45008,49,mori123
181,12603623,bestwater,"2024-12-12 11:31:07",0.44990,292,bestwater
182,12816138,藍々,"2024-12-02 13:40:53",0.44990,18,tsukiminagisa
183,12950745,NLP_Master,"2024-12-12 15:40:10",0.44989,21,"primanhobser,whynotsmile182"
184,12662062,Tamakowo,"2024-12-12 11:44:05",0.44978,24,"bolinzhu404,qiaoshengchen,tamakowo"
185,12678752,"Zack M123","2024-12-06 22:33:11",0.44950,169,zackm123
186,12674286,"Junhua Yang","2024-12-12 06:03:43",0.44929,341,junhuay
187,12723340,AkiraIshikawa,"2024-12-10 10:08:02",0.44916,38,akiraishikawa
188,12693286,"Leo Lu","2024-12-02 15:39:51",0.44912,11,leolu1998
189,12615091,"Jatin Singh Sagoi","2024-12-08 03:50:25",0.44905,36,jatinsinghsagoi
190,12723322,m0hashi,"2024-12-03 15:13:49",0.44884,11,ohsnlo
191,12609605,"Octavio Grau","2024-12-08 11:25:52",0.44875,49,octaviograu
192,12744705,XDUnlper,"2024-12-09 07:56:37",0.44865,97,xdunlper
193,12830597,tanukon,"2024-12-07 04:28:21",0.44863,39,tanukon
194,12732543,"Yann Zhenxuan","2024-12-10 02:35:15",0.44848,32,yannzhenxuan
195,12722515,Zulqar,"2024-12-11 18:34:09",0.44840,32,johndoe2011
196,12613364,IC2,"2024-12-12 18:44:41",0.44832,269,jonathanchan
197,13041890,Toussaint,"2024-12-11 13:19:15",0.44831,4,captaindadja
198,12741692,"Carlos Pérez","2024-12-01 11:19:14",0.44828,39,carlosperez97
199,12605511,"Ivan Aleksandrov","2024-12-12 22:27:51",0.44818,6,ivanblch
200,13031627,oldpercent,"2024-12-12 17:03:59",0.44818,4,"carry0987,lunaticghoulpiano,oldpercent"
201,12886053,CUG_number1,"2024-12-12 14:10:25",0.44817,29,"wby20040,xiaowennhu"
202,12751491,"xu yilehhh","2024-12-12 06:20:04",0.44814,30,xuyilehhh
203,12614592,"Toan Doan","2024-11-29 14:38:15",0.44812,3,tononnh
204,12742320,Kirderf,"2024-12-12 20:17:20",0.44809,144,kirderf
205,12603499,"Hieu Hie","2024-12-05 02:16:32",0.44801,171,levantaokkz
206,12893109,"Ross Z.Y. SUN","2024-11-30 08:20:35",0.44790,3,sunzhengyao
207,12695204,"Seung Jae Lee","2024-12-08 05:09:39",0.44766,6,sjlee101
208,13010995,XingLu,"2024-12-09 08:26:08",0.44764,16,zhangxinglu
209,13039451,UIC-GENIUS,"2024-12-12 15:33:32",0.44763,11,"baishanr,uiczeruiqian,verachen007,zhengqiaohong"
210,12623863,"Xinian Guo","2024-12-09 06:02:40",0.44727,45,xinianguo
211,12963488,BDA,"2024-12-12 15:35:41",0.44711,43,"hayyyeoung,loulou12,yelin0zoo,yoruoo"
212,12606497,nihilisticneuralnet,"2024-12-12 11:42:21",0.44625,46,nihilisticneuralnet
213,13023091,Nomisconceptions,"2024-12-11 07:50:27",0.44620,171,"alaricer,amberglow,del=9b233203c09b0993,edisonl,liwenyukaggle"
214,12609556,"Azat Akhtyamov","2024-12-11 23:42:49",0.44601,92,azakhtyamov
215,12735566,"Kirill Krasikov","2024-12-12 14:02:57",0.44566,83,kkrasikov
216,12785792,Evan,"2024-12-12 05:41:30",0.44512,86,evan88
217,12965032,shyjin,"2024-12-04 00:38:41",0.44501,37,shyjin
218,12694592,hokuyama,"2024-12-12 14:36:36",0.44494,45,hokuyama
219,12602366,Otis,"2024-12-11 20:03:57",0.44490,376,jhony1
220,12793222,Moro,"2024-12-12 16:49:27",0.44471,61,moromoromoro
221,12944418,"Frost team","2024-12-12 12:59:16",0.44410,149,"del=b88380fb02d50967,lingyuzhi,muqyyy,neuralfrost,yingxizhang"
222,12602946,"Newton Baba","2024-12-06 11:35:39",0.44345,60,newtonbaba12345
223,12618485,"Marek Nurzynski","2024-12-12 15:24:34",0.44325,40,marek3000
224,12628381,hukuda222,"2024-12-08 15:19:06",0.44301,77,hukuda222
225,12610093,Never$,"2024-12-12 19:16:26",0.44247,27,"matrixneo,tkgglo"
226,12720826,rick,"2024-12-12 11:28:13",0.44205,30,rick0000
227,12652329,knn180,"2024-12-11 08:07:19",0.44197,6,knn180
228,12612897,SangSong,"2024-12-12 08:19:08",0.44114,194,yamahr
229,12742782,T__Nakahara,"2024-12-12 15:40:42",0.44112,47,chuuuya5269
230,12662544,Panggelia,"2024-12-08 16:39:13",0.44091,73,"panggelia,qw0602"
231,12985512,"Yang Hsueh","2024-12-11 11:01:53",0.44073,7,yanghsueh
232,12641535,"Myles Dunlap","2024-12-12 15:23:15",0.44064,38,dunlap0924
233,12683437,"works fine","2024-12-10 22:03:57",0.44050,87,worksfine
234,12611382,seniorpine,"2024-12-12 10:29:30",0.44032,56,seniorpine
235,12603297,Kango,"2024-12-11 08:28:56",0.44010,87,datingwang
236,12610073,vn1111,"2024-12-07 09:48:51",0.43970,14,vn1111
237,12740709,OpenTheDoor,"2024-11-24 11:46:47",0.43942,28,"ojjoiio,shuya2036,sskyttt"
238,13044661,oneway212,"2024-12-12 13:06:45",0.43911,2,oneway212
239,12603661,Turbo,"2024-12-12 16:50:33",0.43906,110,"banghuaqin,hehao111,tiexinli,zhangzhiqiangccmu,zhoumichael"
240,12947908,Cider328,"2024-12-12 14:28:53",0.43894,42,mitsuyayamamoto
241,12760391,JYZ,"2024-12-11 01:16:16",0.43865,43,jiaoyouzhang
242,12890387,machengyuan,"2024-12-12 17:36:01",0.43857,9,machengyuan
243,12855754,"Prompt is all you need","2024-12-05 07:15:54",0.43812,67,fuzaxia
244,12751654,shu421,"2024-11-28 04:22:00",0.43798,5,shu421
245,12990321,Kshima,"2024-12-10 07:18:05",0.43788,13,keisukekawashima
246,12613269,Ryoga,"2024-11-26 12:23:27",0.43784,108,ryogam
247,12858377,MengZizheng,"2024-12-12 15:03:14",0.43761,17,mengzizheng
248,12621362,Misconception,"2024-12-12 18:26:54",0.43738,67,"arindamroy23,minhbui1997,thnhthong"
249,12992965,Ry_Sa,"2024-12-01 13:11:14",0.43723,11,ryqsaq
250,12723075,S.Taba,"2024-12-12 14:58:16",0.43723,135,soutabata
251,12610953,"Chan Kha Vu","2024-12-08 23:59:26",0.43704,14,chankhavu
252,13012434,"Wei-Kuo Li","2024-11-27 09:21:59",0.43704,2,weikuoli
253,12743425,TimothyLovett,"2024-12-12 15:43:29",0.43704,29,timothylovett
254,12638768,yaohwang,"2024-11-24 13:37:10",0.43686,128,yaohwangdav
255,12877528,WontonDumpling,"2024-12-11 06:26:28",0.43674,109,"dragonzz27,huiwen0111,mejistus,wordming"
256,12627558,kappa,"2024-12-03 20:17:43",0.43661,1,kyosukemorita
257,12606825,"Mohammad Albaddawi","2024-12-12 13:49:28",0.43657,148,m7mdalbaddawi
258,12858666,wppepi,"2024-12-06 07:43:55",0.43607,41,wppepi
259,12738614,xianZ_waikato,"2024-12-05 07:15:40",0.43586,49,xianzwaikato
260,12619230,ykuroka,"2024-12-12 11:33:56",0.43575,17,ykuroka
261,12604624,Renoir,"2024-12-05 05:59:23",0.43571,12,itahiro
262,12993920,hertryggr,"2024-12-12 17:08:02",0.43569,46,hertryggr
263,12624153,jon.bill,"2024-12-06 13:01:22",0.43567,45,iwilldoit
264,12627678,"tensor choko","2024-12-10 05:57:49",0.43539,22,tensorchoko
265,12717260,RankMe,"2024-12-10 17:19:15",0.43532,8,souththzz
266,12778794,Camaro,"2024-12-07 01:18:56",0.43503,6,bamps53
267,12790859,InnerVoice,"2024-12-12 19:30:30",0.43497,58,adityakumarsinha
268,12831720,GOGO,"2024-12-11 12:16:18",0.43496,153,drqingyang
269,12636907,Surojit1812,"2024-12-08 03:18:47",0.43495,11,surojit1812
270,12621119,"홀로 순위자","2024-12-12 07:30:10",0.43493,200,aleaiest
271,12705258,"Mike Kim","2024-12-12 18:32:41",0.43493,19,mikeskim
272,12861370,"yuanzhe zhou","2024-12-09 09:08:23",0.43492,30,yuanzhezhou
273,12985163,"Vladimir Demidov","2024-12-12 12:11:39",0.43489,27,yekenot
274,12771925,natz,"2024-12-01 12:13:41",0.43489,32,natz01
275,12965079,alxdlg,"2024-12-10 01:50:43",0.43480,5,alxdlg
276,12626779,"C R Suthikshn Kumar","2024-12-12 17:07:39",0.43479,34,crsuthikshnkumar
277,12689305,"Maksym Bilychenko","2024-12-03 13:32:42",0.43476,38,mbilichenko
278,12611374,"Little Princes","2024-12-09 16:05:43",0.43472,28,"co000l,lucien111,nicksibozhu"
279,12869958,saize,"2024-12-12 15:30:28",0.43434,14,"eastxe,yuki1120"
280,12781802,TmT,"2024-12-12 07:41:10",0.43434,7,tamotamo
281,13033072,mimizuku,"2024-12-11 22:08:35",0.43426,24,"kuroshiro07,takumashiga"
282,13001395,binghua1234,"2024-12-12 04:01:27",0.43370,14,binghua1234
283,12989454,"Jiaming Zhou","2024-11-24 07:40:46",0.43370,3,jiamingzhou230612
284,12870517,utpakgl,"2024-12-07 10:11:44",0.43370,14,utpakgl
285,12624384,未来鸟@,"2024-12-11 01:53:27",0.43370,26,birdinfuture
286,12618840,hoon0303,"2024-11-29 14:33:35",0.43370,66,hoon0303
287,12864857,yukiZ,"2024-12-12 14:46:07",0.43370,77,hideyukizushi
288,12614634,TuMinhDang,"2024-12-11 14:57:06",0.43370,43,darkswordmg
289,12810898,"Hussein Dawood","2024-12-09 16:35:42",0.43370,19,hussiendaoud
290,12604897,keisun11,"2024-12-01 13:21:45",0.43370,53,keisun11
291,12671898,"aayan zangie","2024-11-23 14:01:09",0.43370,19,aayanzangie
292,12602692,Ali,"2024-11-29 05:39:38",0.43370,230,asalhi
293,12977049,mogura2.0,"2024-12-09 09:24:43",0.43370,6,mogura20
294,12605270,rabbie,"2024-12-02 08:48:18",0.43370,8,larjeck
295,12933437,shili10,"2024-11-27 15:59:58",0.43370,5,shili10
296,12967793,kumanomi,"2024-11-23 14:54:46",0.43370,7,kkkggg
297,12900627,"ravi tanwar","2024-11-23 14:56:29",0.43370,1,ravijoe
298,12753040,Tan_T64,"2024-11-23 15:38:35",0.43370,8,tant64
299,12669103,"Yan Jialee","2024-11-23 15:51:23",0.43370,4,chengxinliang
